"publication_name";"publication_url";"tome";"year";"url"
"Wildfire Perimeter Detection via Iterative Trimming Method";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_22";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Variable Discovery with Large Language Models for Metamorphic Testing of Scientific Software";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_23";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"On Irregularity Localization for Scientific Data Analysis Workflows";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_24";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"RAFEN – Regularized Alignment Framework for Embeddings of Nodes";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_25";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"CLARIN-Emo: Training Emotion Recognition Models Using Human Annotation and ChatGPT";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_26";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"-FedGAN: Balanced Bi-directional Federated GAN";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_27";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Graph-Level Representations Using Ensemble-Based Readout Functions";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_28";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Parallel Adjoint Taping Using MPI";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_29";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"A Moral Foundations Dictionary for the European Portuguese Language: The Case of Portuguese Parliamentary Debates";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_30";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Towards Automatic Generation of Digital Twins: Graph-Based Integration of Smart City Datasets";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_31";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Forecasting Cryptocurrency Prices Using Contextual ES-adRNN with Exogenous Variables";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_32";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Enhanced Emotion and Sentiment Recognition for Empathetic Dialogue System Using Big Data and Deep Learning Methods";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_33";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Automatic Delta-Adjustment Method Applied to Missing Not At Random Imputation";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_34";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Data Integration Landscapes: The Case for Non-optimal Solutions in Network Diffusion Models";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_35";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Excessive Internet Use in the Organizational Context: A Proposition of the New Instrument to Measure Cyberloafing at Work";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_36";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"FAIR-FATE: Fair Federated Learning with Momentum";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_37";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Multi-agent Cellular Automaton Model for Traffic Flow Considering the Heterogeneity of Human Delay and Accelerations";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_38";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"A Contrastive Self-distillation BERT with Kernel Alignment-Based Inference";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_39";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Turning Flight Simulation with Fluid-Rigid Body Interaction for Flying Car with Contra-Rotating Propellers";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_40";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Combining Outlierness Scores and Feature Extraction Techniques for Improvement of OoD and Adversarial Attacks Detection in DNNs";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_41";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"From Online Behaviours to Images: A Novel Approach to Social Bot Detection";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_42";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Linking Scholarly Datasets—The EOSC Perspective";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_43";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Memory-Efficient All-Pair Suffix-Prefix Overlaps on GPU";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_44";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Ensemble Based Learning for Automated Safety Labeling of Prescribed Fires";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_45";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"SLAM Methods for Augmented Reality Systems for Flight Simulators";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_46";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Improving the Performance of Task-Based Linear Algebra Software with Autotuning Techniques on Heterogeneous Architectures";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_47";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Tempo and Time Signature Detection of a Musical Piece";"https://link.springer.com/chapter/10.1007/978-3-031-35995-8_48";"LNCS_14073";2023;"https://link.springer.com/book/10.1007/978-3-031-35995-8"
"Automated Identification and Location of Three Dimensional Atmospheric Frontal Systems";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_1";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Digital Twin Simulation Development and Execution on HPC Infrastructures";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_2";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Numerical Simulation of the Octorotor Flying Car in Sudden Rotor Stop";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_3";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Experimental Study of a Parallel Iterative Solver for Markov Chain Modeling";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_4";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Impact of Mixed-Precision: A Way to Accelerate Data-Driven Forest Fire Spread Systems";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_5";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"RL-MAGE: Strengthening Malware Detectors Against Smart Adversaries";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_6";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Online Runtime Environment Prediction for Complex Colocation Interference in Distributed Streaming Processing";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_7";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"On the Impact of Noisy Labels on Supervised Classification Models";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_8";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Improving Patients’ Length of Stay Prediction Using Clinical and Demographics Features Enrichment";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_9";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Compiling Tensor Expressions into Einsum";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_10";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"r-softmax: Generalized Softmax with Controllable Sparsity Rate";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_11";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Solving Uncertainly Defined Curvilinear Potential 2D BVPs by the IFPIES";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_12";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Improving LocalMaxs Multiword Expression Statistical Extractor";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_13";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"PIES in Multi-region Elastic Problems Including Body Forces";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_14";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Fine-Tuning Large Language Models for Answering Programming Questions with Code Snippets";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_15";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Introducing a Computational Method to Retrofit Damaged Buildings under Seismic Mainshock-Aftershock Sequence";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_16";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Hierarchical Classification of Adverse Events Based on Consumer’s Comments";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_17";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Estimating Chlorophyll Content from Hyperspectral Data Using Gradient Features";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_18";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Image Recognition of Plants and Plant Diseases with Transfer Learning and Feature Compression";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_19";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"TwitterEmo: Annotating Emotions and Sentiment in Polish Twitter";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_20";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Timeseries Anomaly Detection Using SAX and Matrix Profiles Based Longest Common Subsequence";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_21";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Korpusomat.eu: A Multilingual Platform for Building and Analysing Linguistic Corpora";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_22";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"What Will Happen When We Radically Simplify t-SNE and UMAP Visualization Algorithms? Is It Worth Doing So?";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_23";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Fast Electromagnetic Field Pattern Calculation with Fourier Neural Operators";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_24";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Elements of Antirival Accounting with sNFT";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_25";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Learning Shape-Preserving Autoencoder for the Reconstruction of Functional Data from Noisy Observations";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_26";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Attribute Relevance and Discretisation in Knowledge Discovery: A Study in Stylometric Domain";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_27";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Bayesian Networks for Named Entity Prediction in Programming Community Question Answering";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_28";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Similarity-Based Memory Enhanced Joint Entity and Relation Extraction";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_29";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Solving Complex Sequential Decision-Making Problems by Deep Reinforcement Learning with Heuristic Rules";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_30";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Weighted Hamming Metric and KNN Classification of Nominal-Continuous Data";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_31";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Application of Genetic Algorithm to Load Balancing in Networks with a Homogeneous Traffic Flow";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_32";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Automatic Structuring of Topics for Natural Language Generation in Community Question Answering in Programming Domain";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_33";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Modelling the Interplay Between Chronic Stress and Type 2 Diabetes On-Set";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_34";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"How to Select Superior Neural Network Simulating Inner City Contaminant Transport? Verification and Validation Techniques";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_35";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"DeBERTNeXT: A Multimodal Fake News Detection Framework";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_36";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Optimization and Comparison of Coordinate- and Metric-Based Indexes on GPUs for Distance Similarity Searches";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_37";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Sentiment Analysis Using Machine Learning Approach Based on Feature Extraction for Anxiety Detection";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_38";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Efficiency Analysis for AI Applications in HPC Systems. Case Study: K-Means";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_39";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"A New Algorithm for the Closest Pair of Points for Very Large Data Sets Using Exponent Bucketing and Windowing";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_40";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Heart Rate-Based Identification of Users of IoT Wearables: A Supervised Learning Approach";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_41";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Transferable Keyword Extraction and Generation with Text-to-Text Language Models";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_42";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Adsorption and Thermal Stability of Hydrogen Terminationṇ on Diamond Surface: A First-Principles Study";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_43";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Exploring Counterfactual Explanations for Predicting Student Success";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_44";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Development of 3D Viscoelastic Crustal Deformation Analysis Solver with Data-Driven Method on GPU";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_45";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Implementation of Coupled Numerical Analysis of Magnetospheric Dynamics and Spacecraft Charging Phenomena via Code-To-Code Adapter (CoToCoA) Framework";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_46";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Improving Group Lasso for High-Dimensional Categorical Data";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_47";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Actor-Based Scalable Simulation of N-Body Problem";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_48";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Intracellular Material Transport Simulation in Neurons Using Isogeometric Analysis and Deep Learning";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_49";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Chemical Mixing Simulations with Integrated AI Accelerator";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_50";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Memory-Based Monte Carlo Integration for Solving Partial Differential Equations Using Neural Networks";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_51";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Fast Solver for Advection Dominated Diffusion Using Residual Minimization and Neural Networks";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_52";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Long-Term Prediction of Cloud Resource Usage in High-Performance Computing";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_53";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Least-Squares Space-Time Formulation for Advection-Diffusion Problem with Efficient Adaptive Solver Based on Matrix Compression";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_54";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Towards Understanding of Deep Reinforcement Learning Agents Used in Cloud Resource Management";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_55";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"ML-Based Proactive Control of Industrial Processes";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_56";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Parallel Algorithm for Concurrent Integration of Three-Dimensional B-Spline Functions";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_57";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Resting State Brain Connectivity Analysis from EEG and FNIRS Signals";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_58";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Anomaly Detection of Motion Capture Data Based on the Autoencoder Approach";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_59";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Influence of the Capillaries Bed in Hyperthermia for Cancer Treatment";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_60";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Phase Correction and Noise-to-Noise Denoising of Diffusion Magnetic Resonance Images Using Neural Networks";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_61";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"CNN-Based Quantification of Blood Vessels Lumen in 3D Images";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_62";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Tensor Train Subspace Analysis for Classification of Hand Gestures with Surface EMG Signals";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_63";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"A New Statistical Approach to Image Reconstruction with Rebinning for the X-Ray CT Scanners with Flying Focal Spot Tube";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_64";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Investigating the Sentiment in Italian Long-COVID Narrations";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_65";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Toward the Human Nanoscale Connectome: Neuronal Morphology Format, Modeling, and Storage Requirement Estimation";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_66";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Replacing the FitzHugh-Nagumo Electrophysiology Model by Physics-Informed Neural Networks";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_67";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Sensitivity Analysis of a Two-Compartmental Differential Equation Mathematical Model of MS Using Parallel Programming";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_68";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Hierarchical Relative Expression Analysis in Multi-omics Data Classification";"https://link.springer.com/chapter/10.1007/978-3-031-36021-3_69";"LNCS_14074";2023;"https://link.springer.com/book/10.1007/978-3-031-36021-3"
"Balancing Agents for Mining Imbalanced Multiclass Datasets – Performance Evaluation";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_1";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Decision Tree-Based Algorithms for Detection of Damage in AIS Data";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_2";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"The Role of Conformity in Opinion Dynamics Modelling with Multiple Social Circles";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_3";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Impact of Input Data Preparation on Multi-criteria Decision Analysis Results";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_4";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Automating the Analysis of Institutional Design in International Agreements";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_5";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"An Approach for Probabilistic Modeling and Reasoning of Voting Networks";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_7";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"An Analysis of Political Parties Cohesion Based on Congressional Speeches";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_8";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Comparative Study of Meta-heuristic Algorithms for Damage Detection Problem";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_9";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Estimation of the Impact of COVID-19 Pandemic Lockdowns on Breast Cancer Deaths and Costs in Poland Using Markovian Monte Carlo Simulation";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_10";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Machine Learning for Risk Stratification of Diabetic Foot Ulcers Using Biomarkers";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_11";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"A Robust Machine Learning Protocol for Prediction of Prostate Cancer Survival at Multiple Time-Horizons";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_12";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Supervised Machine Learning Techniques Applied to Medical Records Toward the Diagnosis of Rare Autoimmune Diseases";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_13";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Handwriting Analysis AI-Based System for Assisting People with Dysgraphia";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_14";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Universal Machine-Learning Processing Pattern for Computing in the Video-Oculography";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_15";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"RuMedSpellchecker: Correcting Spelling Errors for Natural Russian Language in Electronic Health Records Using Machine Learning Techniques";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_16";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Named Entity Recognition for De-identifying Real-World Health Records in Spanish";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_17";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Discovering Process Models from Patient Notes";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_18";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Knowledge Hypergraph-Based Multidimensional Analysis for Natural Language Queries: Application to Medical Data";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_19";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Coupling Between a Finite Element Model of Coronary Artery Mechanics and a Microscale Agent-Based Model of Smooth Muscle Cells Through Trilinear Interpolation";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_20";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Does Complex Mean Accurate: Comparing COVID-19 Propagation Models with Different Structural Complexity";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_21";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Multi-granular Computing Can Predict Prodromal Alzheimer’s Disease Indications in Normal Subjects";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_22";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Accounting for Data Uncertainty in Modeling Acute Respiratory Infections: Influenza in Saint Petersburg as a Case Study";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_23";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"A Web Portal for Real-Time Data Quality Analysis on the Brazilian Tuberculosis Research Network: A Case Study";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_24";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Use of Decentralized-Learning Methods Applied to Healthcare: A Bibliometric Analysis";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_25";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Simulating Initial Steps of Platelet Aggregate Formation in a Cellular Blood Flow Environment";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_26";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Estimating Parameters of 3D Cell Model Using a Bayesian Recursive Global Optimizer (BaRGO)";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_27";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"A Novel High-Throughput Framework to Quantify Spatio-Temporal Tumor Clonal Dynamics";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_28";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Expedited Metaheuristic-Based Antenna Optimization Using EM Model Resolution Management";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_29";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Dynamic Core Binding for Load Balancing of Applications Parallelized with MPI/OpenMP";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_30";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Surrogate-Assisted Ship Route Optimisation";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_31";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
"Optimization of Asynchronous Logging Kernels for a GPU Accelerated CFD Solver";"https://link.springer.com/chapter/10.1007/978-3-031-36024-4_32";"LNCS_14075";2023;"https://link.springer.com/book/10.1007/978-3-031-36024-4"
